,,2048,4096,8192,16384,32768,65536,131072,262144,524288,1048576
32,  0,1.9378662109375,3.57818603515625,7.76214599609375,23.73504638671875,51.1138916015625,77.8167724609375,91.473388671875,96.173095703125,98.876953125,99.47509765625,
32,  4,,1.708984375,3.4759521484375,7.269287109375,18.8018798828125,48.8525390625,75.01220703125,88.00048828125,96.25244140625,95.95947265625,
32,  8,,,1.38092041015625,2.7252197265625,5.548095703125,13.0218505859375,36.785888671875,68.1396484375,86.5234375,90.52734375,
32, 16,,,,0.70037841796875,1.4617919921875,2.9876708984375,6.70166015625,17.2607421875,40.13671875,72.705078125,
32, 32,,,,,,0.78125,1.708984375,3.411865234375,6.4208984375,18.24951171875,
32, 64,,,,,,,,0.732421875,1.6845703125,3.35693359375,
32,128,,,,,,,,,,0.86669921875,
64,  0,0.402069091796875,0.873565673828125,1.750946044921875,3.63922119140625,9.07135009765625,24.249267578125,53.369140625,72.9583740234375,87.518310546875,91.2109375,
64,  4,,,,2.262115478515625,5.1055908203125,12.45880126953125,31.9915771484375,56.6253662109375,77.18505859375,89.48974609375,
64,  8,,,,1.16729736328125,2.17742919921875,5.0933837890625,11.6943359375,31.3446044921875,59.185791015625,80.11474609375,
64, 16,,,,,0.77667236328125,1.4801025390625,2.8350830078125,8.184814453125,17.767333984375,41.937255859375,
64, 32,,,,,,,0.823974609375,1.7120361328125,2.8076171875,7.6904296875,
64, 64,,,,,,,,,0.86669921875,1.52587890625,
64,128,,,,,,,,,,,
